neighborhood,zipcode,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
3157,Central Area,98122,7942601155,20140722T000000,302282,2,1.0,1095,5120,1.5,0,0,3,7,1095,0,1901,0,47.6058,-122.31299999999999,1310,5120
6974,Magnolia,98199,269001360,20150422T000000,775000,4,1.75,2320,5595,1.0,0,0,3,7,1510,810,1956,0,47.6397,-122.38799999999999,1840,5596
2582,Seward Park,98118,1766600075,20140902T000000,389100,2,1.0,840,5400,1.0,0,0,4,7,840,0,1948,0,47.5489,-122.271,1340,5400
3037,Rainier Valley,98178,2171400199,20140904T000000,277554,5,2.25,2350,13000,1.0,0,0,3,7,2350,0,1961,0,47.4939,-122.256,1570,11440
5392,Northgate,98133,7283900036,20140818T000000,402500,3,1.0,990,10752,1.5,0,0,4,7,990,0,1929,0,47.7648,-122.35,1820,7600
2632,Seward Park,98118,7129302185,20141215T000000,290000,2,1.0,950,5650,1.0,0,0,5,6,950,0,1943,0,47.5149,-122.257,1250,5650
28,Downtown,98102,6848200221,20140902T000000,635000,3,3.5,1730,1349,3.0,0,0,3,9,1350,380,2009,0,47.6224,-122.32600000000001,1830,3300
6598,Lake City,98125,3992700475,20141111T000000,450000,3,1.75,1350,7200,1.0,0,0,5,7,1350,0,1954,0,47.713,-122.28399999999999,1100,7200
2004,West Seattle,98146,2899200040,20140715T000000,242000,4,1.0,2240,7620,1.0,0,0,3,7,1120,1120,1966,0,47.5089,-122.346,1080,7620
6127,Lake City,98115,6392002550,20141022T000000,970000,3,2.25,3400,10000,2.0,0,0,3,10,3400,0,1983,0,47.6846,-122.28399999999999,1860,5100
1929,West Seattle,98146,7889601870,20150407T000000,281500,3,1.0,1270,7500,1.0,0,0,3,7,1270,0,1953,0,47.4921,-122.339,1340,3000
1159,West Seattle,98116,6365900065,20140718T000000,334850,2,1.0,870,5635,1.0,0,0,3,7,870,0,1948,0,47.5676,-122.398,1310,5750
3818,Ballard,98107,2767600921,20140623T000000,405000,2,1.0,860,2599,1.0,0,0,4,6,860,0,1901,0,47.675,-122.37899999999999,1300,3900
3901,Ballard,98107,6610000591,20141021T000000,1205000,4,2.75,2470,5500,1.0,0,3,3,9,1570,900,1960,2005,47.6586,-122.35799999999999,1620,5500
6325,Lake City,98125,2726049169,20140905T000000,625000,3,1.75,1580,20588,1.0,0,0,3,8,1580,0,1970,0,47.706,-122.29,2080,7800
2985,Rainier Valley,98178,1262700040,20141016T000000,363500,4,1.75,2180,9702,1.0,0,0,5,7,1090,1090,1962,0,47.4973,-122.26799999999999,2020,9792
1691,West Seattle,98136,2719100400,20140912T000000,499950,3,1.75,1340,6250,1.0,0,0,4,7,1090,250,1941,0,47.5427,-122.38600000000001,1550,1755
5377,Northgate,98133,2291400350,20140826T000000,317000,3,2.25,1358,1204,3.0,0,0,3,7,1358,0,2007,0,47.7054,-122.346,1358,1196
552,University District,98105,2436700540,20141001T000000,665000,3,2.75,1930,2960,1.5,0,0,5,7,1490,440,1929,0,47.6659,-122.287,2080,3760
5098,Northgate,98103,9267200062,20140911T000000,336000,3,2.5,1260,1211,3.0,0,0,3,8,1260,0,2004,0,47.6969,-122.34299999999999,1270,1211
2159,Beacon Hill,98108,7338402690,20150401T000000,335000,6,2.0,2020,7071,1.0,0,0,3,7,1010,1010,1979,0,47.5329,-122.294,2020,5000
793,Capitol Hill,98112,4385701285,20141223T000000,1272000,4,3.25,3020,4000,1.5,0,0,5,8,1920,1100,1927,0,47.6395,-122.279,2400,4000
3565,Central Area,98144,6745700150,20140710T000000,749000,4,1.5,2130,5000,2.0,0,0,4,8,2130,0,1920,0,47.5828,-122.291,2560,5000
554,University District,98105,2436700666,20150216T000000,550700,2,2.25,1190,1499,2.0,0,0,3,9,1100,90,2004,0,47.6666,-122.285,1430,1332
5204,Northgate,98133,4358700186,20141211T000000,275000,3,2.25,1260,1488,3.0,0,0,3,7,1260,0,2009,0,47.7071,-122.336,1190,1095
3347,Central Area,98122,6003500743,20140519T000000,640000,2,2.25,1540,958,3.0,0,0,3,9,1540,0,2007,0,47.6179,-122.318,1410,958
3207,Central Area,98122,9126100815,20141217T000000,500000,3,2.0,1560,1156,3.0,0,0,3,8,1560,0,2014,0,47.605,-122.304,1560,1728
3821,Ballard,98107,2767704860,20140728T000000,650000,3,1.75,1550,5000,1.0,0,0,3,7,1250,300,1911,2011,47.6722,-122.37200000000001,1110,5000
6667,Delridge,98106,1773101340,20150202T000000,399950,4,2.75,1920,4400,1.0,0,0,4,6,960,960,1906,0,47.5532,-122.365,1040,4400
6297,Lake City,98125,5101408593,20140711T000000,534950,5,1.5,2240,6337,1.0,0,0,3,8,1280,960,1956,0,47.7046,-122.316,1870,6380
3502,Central Area,98144,1024049006,20150114T000000,665000,3,1.75,2700,5040,1.0,0,2,3,8,1560,1140,1947,0,47.5834,-122.29,3010,5000
3022,Rainier Valley,98178,1180005220,20150505T000000,225000,2,1.0,1070,6000,1.0,0,0,4,5,1070,0,1922,0,47.495,-122.227,1910,6000
7015,Magnolia,98199,1068000110,20150429T000000,978500,3,2.25,2060,7080,2.0,0,0,3,9,1800,260,1940,0,47.6455,-122.40899999999999,3070,7500
3618,Central Area,98144,6401700010,20140819T000000,410000,3,1.75,1510,6597,1.0,0,0,4,6,950,560,1939,0,47.5938,-122.315,1460,5320
2285,Beacon Hill,98108,5141000720,20140805T000000,400000,2,2.0,2010,3797,1.5,0,0,3,7,1450,560,1922,2004,47.5596,-122.315,1660,4650
301,Queen Anne,98119,2771602420,20140617T000000,472000,3,2.5,1180,1262,3.0,0,0,3,8,1180,0,2010,0,47.6381,-122.375,1180,2632
5391,Northgate,98133,3645100240,20140922T000000,443000,3,1.75,1640,4579,1.0,0,0,4,6,1640,0,1916,0,47.7061,-122.352,1580,5040
1851,West Seattle,98146,2586800270,20150407T000000,425000,4,1.0,1260,7645,1.5,0,0,3,6,1260,0,1925,0,47.5044,-122.35,1170,7649
745,Capitol Hill,98112,3204300625,20140903T000000,785950,4,3.0,2530,4560,1.5,0,0,3,7,1540,990,1925,2014,47.6287,-122.3,1640,4560
6922,Delridge,98106,1773100921,20141215T000000,312500,3,3.25,1480,983,2.0,0,0,3,8,1180,300,2013,0,47.5555,-122.363,1330,1062
4510,Ballard,98117,7519001068,20140527T000000,460000,3,3.5,1600,1431,2.0,0,0,3,8,1240,360,2006,0,47.6865,-122.363,1500,4120
3272,Central Area,98122,6840701225,20141003T000000,592500,4,1.5,2080,4400,1.5,0,0,3,7,2080,0,1925,0,47.606,-122.29899999999999,1680,4400
2161,Beacon Hill,98108,8100900015,20141022T000000,317000,3,2.0,2020,7260,1.5,0,0,3,7,1180,840,1926,0,47.5496,-122.311,1400,5950
3268,Central Area,98122,3037200141,20150309T000000,546000,2,2.25,1530,1324,2.0,0,0,3,8,1280,250,2010,0,47.6032,-122.311,1410,1689
3344,Central Area,98122,7234601140,20141113T000000,685000,3,2.25,1710,1193,2.0,0,0,3,9,1140,570,2014,0,47.6173,-122.31,1510,1193
141,Cascade,98109,1689400375,20140805T000000,1450000,4,3.25,3100,3900,2.0,0,2,5,9,2090,1010,1923,0,47.6385,-122.348,2110,3900
5023,Northgate,98103,1972200382,20141121T000000,387000,2,1.5,1010,948,3.0,0,0,3,8,1010,0,1999,0,47.6529,-122.355,1330,1318
4396,Ballard,98117,9268200285,20140703T000000,370000,2,1.0,860,5040,1.0,0,0,3,7,860,0,1956,0,47.6977,-122.365,1570,5040
1921,West Seattle,98146,2895600680,20140707T000000,335950,2,1.5,800,5192,1.0,0,0,5,7,800,0,1951,0,47.5119,-122.38600000000001,1190,5320
3470,Central Area,98144,5700002125,20140610T000000,480000,4,1.75,2320,4322,1.0,0,0,3,7,1140,1180,1910,0,47.5755,-122.289,1820,4322
3715,Central Area,98144,3881900317,20150123T000000,579000,4,3.25,1900,2631,2.0,0,0,3,9,1250,650,2014,0,47.5869,-122.311,1710,4502
98,Downtown,98102,6762700376,20141126T000000,650000,3,2.75,1540,1251,2.0,0,0,3,8,1230,310,2002,0,47.6298,-122.321,1540,1287
347,Queen Anne,98119,2652500225,20141010T000000,575000,3,2.75,1710,3600,1.0,0,0,3,7,1590,120,1909,0,47.641999999999996,-122.36,1710,3600
6625,Lake City,98125,8902000201,20150219T000000,338500,3,2.25,1333,1470,3.0,0,3,3,7,1333,0,2009,0,47.7058,-122.302,1360,1680
2054,West Seattle,98146,7784400130,20140505T000000,497300,6,2.75,3200,9200,1.0,0,2,4,8,1600,1600,1953,0,47.492,-122.36399999999999,2220,9500
54,Downtown,98102,1965200075,20150316T000000,845000,3,1.75,1600,2538,2.0,0,0,3,7,1600,0,1929,0,47.6447,-122.32700000000001,1660,1750
2736,Seward Park,98118,3330501645,20150223T000000,260000,3,1.0,1150,3090,1.0,0,0,3,6,1150,0,1910,0,47.5506,-122.27600000000001,1150,5664
3660,Central Area,98144,3416600490,20140731T000000,675000,3,2.25,1780,4252,2.0,0,0,4,8,1540,240,1989,0,47.6004,-122.292,2220,4000
5316,Northgate,98133,5253300243,20150429T000000,415000,4,2.0,1960,10559,2.0,0,0,4,7,1960,0,1955,0,47.7494,-122.337,1580,7769
669,Capitol Hill,98112,1118001645,20150130T000000,1400000,3,3.25,3020,6073,2.0,0,0,4,9,3020,0,1954,0,47.6332,-122.29,3020,7700
4638,Northgate,98103,4310702775,20150203T000000,280000,2,1.5,800,1196,2.0,0,0,3,8,800,0,2003,0,47.6972,-122.34100000000001,1020,1087
575,University District,98105,9550204450,20141219T000000,651000,3,1.5,1890,4400,1.5,0,0,5,7,1890,0,1919,0,47.6662,-122.32600000000001,1620,4080
4953,Northgate,98103,9521100795,20140623T000000,569000,4,2.0,1730,3884,1.0,0,0,5,7,1060,670,1924,0,47.6624,-122.34899999999999,1360,3563
79,Downtown,98102,9390700095,20140808T000000,407500,2,1.0,770,2971,1.0,0,2,3,7,770,0,1923,0,47.6358,-122.322,1440,4000
6439,Lake City,98125,8901001290,20140903T000000,477000,4,1.5,1380,7800,1.0,0,0,3,7,1080,300,1928,0,47.7093,-122.306,1770,7503
662,Capitol Hill,98112,5318100504,20140728T000000,524000,2,2.0,1450,2272,1.0,0,0,4,6,750,700,1924,0,47.633,-122.28200000000001,2170,4370
6753,Delridge,98106,2113700485,20141210T000000,399990,5,2.75,1690,4000,1.0,0,0,5,7,970,720,1943,0,47.5312,-122.354,1240,4000
3762,Ballard,98107,2767603931,20140818T000000,469000,3,3.25,1370,1194,3.0,0,0,3,8,1370,0,2004,0,47.6718,-122.38799999999999,1800,2678
5668,Lake City,98115,6844703240,20140702T000000,1075000,3,2.5,3280,10302,1.0,0,0,3,10,1680,1600,1970,0,47.6948,-122.286,1550,6300
596,University District,98105,4218400175,20150223T000000,1265000,3,1.75,2240,5657,1.5,0,2,4,8,1910,330,1941,0,47.6621,-122.27,2970,5657
5972,Lake City,98115,5100402767,20141014T000000,397000,3,1.0,860,6380,1.5,0,0,4,7,860,0,1927,0,47.6942,-122.315,1250,6380
4704,Northgate,98103,6815100095,20141223T000000,510000,2,1.0,1310,4000,1.0,0,0,3,6,1310,0,1913,0,47.6854,-122.329,1550,4000
1958,West Seattle,98146,8118600025,20150331T000000,552500,4,1.0,1560,7980,1.0,0,0,4,7,1170,390,1939,0,47.5093,-122.387,1570,7980
44,Downtown,98102,4086300065,20140718T000000,670000,3,1.75,1280,2147,1.5,0,0,4,7,1280,0,1910,0,47.6362,-122.324,2010,2640
4468,Ballard,98117,6638900405,20141208T000000,405000,2,1.0,800,6016,1.0,0,0,3,6,800,0,1942,0,47.6913,-122.369,1470,3734
2268,Beacon Hill,98108,2741100741,20140604T000000,411715,3,1.75,1840,5101,1.0,0,0,5,7,1040,800,1952,0,47.5585,-122.31700000000001,1340,5000
2621,Seward Park,98118,4006000281,20140729T000000,227000,3,1.75,2380,12681,1.0,0,0,1,6,1380,1000,1918,0,47.5294,-122.279,1720,6377
6052,Lake City,98115,2887700091,20140923T000000,625000,4,2.0,2190,3622,1.5,0,0,5,8,1990,200,1925,0,47.6887,-122.31200000000001,1450,3082
5650,Lake City,98115,5102400105,20141013T000000,400000,4,1.0,1420,4875,1.5,0,0,3,7,1420,0,1930,0,47.6942,-122.321,1110,5413
1768,West Seattle,98136,7626200235,20140523T000000,464600,3,1.75,1120,5500,1.5,0,0,4,7,1120,0,1925,0,47.5445,-122.391,1490,5500
3423,Central Area,98144,3679400025,20140812T000000,385000,3,1.75,2160,5863,1.5,0,0,4,7,1260,900,1928,0,47.5729,-122.315,1590,3000
2987,Rainier Valley,98178,7689600330,20140813T000000,207000,3,1.0,860,7740,1.0,0,0,3,6,860,0,1960,0,47.4906,-122.244,980,7200
94,Downtown,98102,2902200237,20140707T000000,505000,2,2.25,1060,1209,2.0,0,0,3,8,940,120,2006,0,47.6369,-122.32700000000001,1300,1169
1256,West Seattle,98126,9269200786,20140722T000000,399950,4,1.5,1850,6125,1.5,0,0,3,6,1110,740,1945,0,47.5352,-122.37,990,6125
1282,West Seattle,98126,3278602760,20150203T000000,369900,2,2.5,1770,1853,3.0,0,0,3,8,1770,0,2007,0,47.5472,-122.37100000000001,1770,1924
4893,Northgate,98103,510000641,20150130T000000,662500,3,2.0,2070,4200,1.5,0,0,4,7,1670,400,1906,0,47.6624,-122.333,1490,4560
2392,Seward Park,98118,1231001110,20140722T000000,380000,3,1.0,920,3532,1.0,0,0,3,6,920,0,1910,0,47.5539,-122.26799999999999,1250,4000
5187,Northgate,98133,6190701146,20150415T000000,520500,6,2.5,1880,14350,1.0,0,0,5,7,1640,240,1955,0,47.7556,-122.352,1510,9840
3590,Central Area,98144,1523300180,20140709T000000,321500,1,1.0,730,1942,1.0,0,0,3,7,730,0,2008,0,47.5939,-122.29899999999999,1020,2183
4535,Ballard,98117,1865400076,20140509T000000,324000,3,2.25,998,904,2.0,0,0,3,7,798,200,2007,0,47.6983,-122.367,998,1110
4234,Ballard,98117,5200100115,20141117T000000,540000,3,1.75,1610,3478,1.5,0,0,4,7,1060,550,1929,0,47.6774,-122.37200000000001,1610,3478
4798,Northgate,98103,1972200751,20140519T000000,485000,2,2.25,1260,1240,3.0,0,0,3,8,1260,0,2004,0,47.6531,-122.352,1330,1300
4515,Ballard,98117,2028700570,20141125T000000,560000,3,3.25,1530,1786,2.0,0,0,3,8,1200,330,2007,0,47.6783,-122.366,1390,2900
166,Cascade,98109,809001520,20141105T000000,1850000,4,3.25,3480,6000,3.0,0,0,3,8,3480,0,2014,0,47.6353,-122.353,2200,4080
5210,Northgate,98133,6300000378,20150303T000000,435000,4,2.0,2030,4033,2.0,0,0,4,7,1630,400,1925,0,47.7056,-122.34200000000001,1350,1340
4541,Northgate,98103,3362400431,20140626T000000,518500,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,47.6824,-122.34700000000001,1620,3166
3840,Ballard,98107,475001000,20150406T000000,670000,3,1.75,1730,3400,1.0,0,0,5,7,970,760,1928,0,47.6662,-122.36399999999999,1640,5000
188,Cascade,98109,5457800930,20140613T000000,1695000,2,2.25,3170,3000,2.0,0,2,5,10,1990,1180,1900,0,47.6291,-122.351,2980,5061
291,Queen Anne,98119,1732800310,20150302T000000,2000000,4,3.75,2870,4500,2.0,0,3,3,10,2510,360,2012,0,47.6291,-122.363,2870,6354
6188,Lake City,98115,8024200685,20140520T000000,440000,3,1.5,1270,1443,3.0,0,0,3,8,1270,0,2007,0,47.699,-122.31700000000001,1270,1413
6281,Lake City,98125,6855700115,20140626T000000,357250,3,1.5,1400,8840,1.0,0,0,4,6,1400,0,1952,0,47.7273,-122.309,1260,8840
3525,Central Area,98144,669000350,20140926T000000,1245000,3,3.0,4610,8400,2.0,0,2,3,8,2790,1820,1947,1999,47.5854,-122.292,2160,5000
33,Downtown,98102,6762700020,20141013T000000,7700000,6,8.0,12050,27600,2.5,0,3,4,13,8570,3480,1910,1987,47.6298,-122.323,3940,8800
4523,Ballard,98117,2767600686,20150331T000000,487000,2,1.5,1160,1118,2.0,0,0,3,8,1020,140,2007,0,47.6754,-122.375,1210,1118
5902,Lake City,98115,5499700045,20141030T000000,679000,3,2.5,1780,4320,2.0,0,0,4,8,1780,0,1930,1986,47.6809,-122.29299999999999,1690,4952
3417,Central Area,98144,567000755,20141205T000000,450000,2,3.0,1790,1709,2.0,0,0,3,7,1400,390,2001,0,47.5926,-122.296,1460,1462
6102,Lake City,98115,1868902745,20140502T000000,805000,3,2.0,2710,4500,1.5,0,0,4,8,1880,830,1929,0,47.6747,-122.295,2060,4500
2326,Seward Park,98118,3226200105,20140523T000000,325000,3,1.0,1920,6862,1.0,0,2,3,7,1120,800,1952,0,47.5193,-122.274,2000,6900
2461,Seward Park,98118,2624049091,20150313T000000,2903000,5,2.5,3750,91681,2.0,1,4,3,10,3750,0,1925,0,47.5379,-122.264,3540,24293
1028,West Seattle,98116,9279700150,20150212T000000,1625000,4,3.75,4410,8112,3.0,0,4,3,11,3570,840,2003,0,47.5888,-122.39200000000001,2770,5750
3521,Central Area,98144,6738700075,20140626T000000,755000,4,2.75,2880,4000,1.5,0,0,3,9,2100,780,1912,2000,47.5843,-122.29299999999999,2110,4000
4257,Ballard,98117,579002220,20140827T000000,808000,3,2.5,2550,6240,1.0,0,3,5,8,1750,800,1957,0,47.6992,-122.387,2180,5200
1692,West Seattle,98136,9238900060,20140529T000000,529000,3,1.0,1590,6420,1.0,0,0,3,7,1590,0,1944,0,47.5355,-122.39200000000001,1780,5900
6944,Delridge,98106,880000211,20140821T000000,255000,3,1.75,1260,1133,2.0,0,0,3,7,810,450,2011,0,47.5261,-122.361,1260,1172
4444,Ballard,98117,4240400155,20140812T000000,600000,3,1.0,1440,4300,1.5,0,0,3,8,1440,0,1929,0,47.6847,-122.37200000000001,1640,4500
1953,West Seattle,98146,6303401395,20150219T000000,245000,2,1.75,1220,8382,1.0,0,0,3,6,1220,0,1942,0,47.5033,-122.359,1100,8382
4460,Ballard,98117,1862400528,20140716T000000,350500,2,2.5,1290,1445,3.0,0,0,3,8,1290,0,1999,0,47.6955,-122.376,1470,1503
1002,West Seattle,98116,148000440,20140818T000000,313300,2,1.0,970,4800,1.0,0,0,3,6,970,0,1911,1940,47.5754,-122.414,1180,5900
1381,West Seattle,98126,4365200520,20150312T000000,490000,3,2.25,1410,7740,1.0,0,0,5,6,1410,0,1923,0,47.523,-122.37100000000001,1220,7740
2896,Rainier Valley,98178,185000161,20141015T000000,261000,3,1.0,1780,7800,1.0,0,0,3,7,1060,720,1957,0,47.4932,-122.26299999999999,1450,7800
5198,Northgate,98133,3034200885,20141208T000000,290000,2,1.0,1340,9840,1.0,0,0,3,7,1340,0,1949,0,47.7202,-122.339,1610,8949
645,Capitol Hill,98112,1337300070,20140924T000000,1315000,4,2.25,3180,6105,2.0,0,0,3,10,3180,0,1905,0,47.6255,-122.314,3180,6029
6200,Lake City,98115,5100400241,20150202T000000,394950,2,1.0,1131,1304,3.0,0,0,3,7,1131,0,2011,0,47.6912,-122.31299999999999,1131,1992
4803,Northgate,98103,8129700565,20141008T000000,601450,2,3.25,1840,1500,3.0,0,0,3,8,1840,0,2001,0,47.6595,-122.354,1910,2500
5414,Northgate,98133,3034200550,20140922T000000,525000,4,2.5,2140,7754,2.0,0,0,3,8,2140,0,1996,0,47.7173,-122.338,1690,7775
6659,Delridge,98106,3438500625,20140519T000000,210000,3,1.0,1080,21043,1.0,0,0,3,6,1080,0,1942,0,47.5515,-122.35700000000001,1380,7620
1177,West Seattle,98116,1524039043,20140725T000000,629000,3,2.0,1510,4560,2.0,0,0,4,7,1510,0,1909,1995,47.5689,-122.40799999999999,1990,5000
3929,Ballard,98107,455000760,20150311T000000,685000,3,2.0,2500,6733,1.0,0,0,3,8,1770,730,1979,0,47.6691,-122.36,1770,6343
5930,Lake City,98115,6716700240,20150306T000000,725000,4,1.0,1600,4500,1.5,0,0,4,7,1600,0,1926,0,47.6804,-122.316,1720,4500
5526,Northgate,98133,6300000396,20141216T000000,375000,3,1.75,1380,5060,1.0,0,0,3,7,1380,0,1986,0,47.7059,-122.34100000000001,1030,5060
4757,Northgate,98103,4310701565,20140916T000000,425000,3,3.25,1410,1350,3.0,0,0,3,8,1410,0,2005,0,47.698,-122.34,1410,1253
3370,Central Area,98122,7234600832,20140516T000000,500000,2,2.5,1310,1500,2.0,0,0,3,8,1160,150,2006,0,47.6112,-122.309,1320,1581
4797,Northgate,98103,4083300510,20140505T000000,657100,4,1.0,1390,4240,1.0,0,0,3,7,1050,340,1924,0,47.6596,-122.338,1810,4240
1520,West Seattle,98126,2324039077,20150427T000000,306000,2,1.0,930,5650,1.0,0,2,3,7,930,0,1941,0,47.5478,-122.37700000000001,1340,6400
2992,Rainier Valley,98178,4058802300,20140820T000000,300000,4,2.0,2360,7440,1.0,0,0,3,7,1180,1180,1955,0,47.5044,-122.245,1680,7800
1771,West Seattle,98136,2810600022,20141007T000000,335000,2,1.75,1060,1202,2.0,0,0,3,7,760,300,2003,0,47.5426,-122.38799999999999,1060,1493
1185,West Seattle,98116,6384500535,20150326T000000,499000,3,1.0,1270,6250,1.0,0,0,3,7,910,360,1955,0,47.5694,-122.397,2000,6250
6676,Delridge,98106,1591000015,20150505T000000,260000,3,1.0,1200,6615,1.0,0,0,4,7,1200,0,1954,0,47.5168,-122.351,1230,6615
899,West Seattle,98116,9385200055,20140912T000000,650000,3,3.25,1510,2000,2.0,0,0,3,9,1330,180,2001,0,47.5815,-122.402,1510,1352
6736,Delridge,98106,123039279,20140711T000000,165000,2,1.0,640,7768,1.0,0,0,3,6,640,0,1942,0,47.515,-122.359,840,7424
1125,West Seattle,98116,6372000190,20140826T000000,745000,4,2.0,1960,4520,1.0,0,0,3,8,960,1000,1922,2001,47.58,-122.405,1680,4520
6005,Lake City,98115,6814600355,20140619T000000,618250,4,3.25,2520,3360,1.5,0,0,4,8,1550,970,1931,0,47.6801,-122.315,1730,3360
7232,Magnolia,98199,2771603990,20140715T000000,625000,3,2.0,1880,4000,1.0,0,2,3,8,1280,600,1950,0,47.6375,-122.391,1920,4000
1131,West Seattle,98116,9274202005,20140702T000000,723000,4,2.25,2430,4748,1.5,0,0,3,8,1630,800,1928,0,47.5904,-122.389,2430,4748
382,Queen Anne,98119,3232200085,20150428T000000,1500000,6,3.5,3670,3959,2.0,0,0,3,10,2410,1260,2008,0,47.6356,-122.37299999999999,2060,3625
6803,Delridge,98106,9284802825,20140724T000000,312000,2,1.75,1160,8625,1.0,0,0,4,6,1160,0,1941,0,47.5509,-122.366,960,5750
7171,Magnolia,98199,1373800330,20150420T000000,1115000,4,2.5,3690,11191,1.0,0,3,4,10,2190,1500,1951,0,47.6434,-122.412,3460,8160
674,Capitol Hill,98112,1118001408,20141124T000000,2544750,5,4.75,5410,13431,2.0,0,0,4,10,5050,360,1941,0,47.6306,-122.288,3750,11596
5891,Lake City,98115,925049278,20150304T000000,607000,4,2.0,1490,4054,1.5,0,0,5,7,1490,0,1926,0,47.6744,-122.301,1510,3889
4935,Northgate,98103,3797001900,20140922T000000,360000,3,1.5,1360,6000,1.0,0,0,3,6,860,500,1911,0,47.6846,-122.345,1560,3000
255,Queen Anne,98119,2533300130,20140716T000000,800000,3,2.5,1630,2640,2.0,0,0,5,8,1630,0,1919,0,47.6452,-122.37100000000001,1630,3000
6826,Delridge,98106,7881500330,20150304T000000,515000,3,1.75,1900,5000,1.0,0,0,4,7,950,950,1925,0,47.5677,-122.363,1420,5000
5424,Northgate,98133,6141100445,20150107T000000,499000,2,1.5,1540,6549,2.0,0,0,3,7,1540,0,1980,0,47.7189,-122.353,1470,6552
6554,Lake City,98125,6413600290,20140509T000000,252500,3,1.0,1030,6127,1.0,0,0,3,7,880,150,1947,0,47.7192,-122.32,1610,6127
5532,Northgate,98133,5727500561,20150414T000000,255544,3,1.0,1360,6186,1.5,0,0,4,6,760,600,1941,0,47.7503,-122.334,1610,7453
2864,Rainier Valley,98178,7887200390,20140926T000000,294000,3,1.0,1320,9520,1.0,0,0,3,7,990,330,1953,0,47.4857,-122.25299999999999,1460,10610
2692,Seward Park,98118,8835900010,20140804T000000,579000,3,1.0,1590,5400,1.0,0,1,3,8,1280,310,1948,0,47.5509,-122.26100000000001,2140,7161
2349,Seward Park,98118,2624049117,20140903T000000,425000,3,1.0,1550,4160,1.5,0,0,4,6,1550,0,1926,0,47.5387,-122.265,1590,5000
1227,West Seattle,98126,8123100045,20150414T000000,470000,4,3.0,2380,5125,1.5,0,0,4,7,1680,700,1925,0,47.5384,-122.376,1410,5375
840,Capitol Hill,98112,5016002275,20140602T000000,610000,5,2.5,3990,3839,1.0,0,0,4,8,1990,2000,1962,0,47.6236,-122.29899999999999,2090,5000
3619,Central Area,98144,567000020,20150428T000000,800000,2,1.0,1570,5000,1.5,0,3,4,8,1570,0,1924,0,47.5955,-122.294,1760,3000
5162,Northgate,98133,1139000069,20141118T000000,320000,3,1.5,1240,1221,2.0,0,0,3,8,1050,190,2009,0,47.7073,-122.35600000000001,1180,887
3483,Central Area,98144,1250201194,20141107T000000,449000,3,1.75,1270,6600,1.5,0,0,5,7,1270,0,1903,0,47.5976,-122.295,1490,3600
6565,Lake City,98125,6414100026,20150108T000000,320000,2,1.0,1802,11225,1.0,0,0,3,7,1802,0,1961,0,47.7205,-122.323,1810,7332
383,Queen Anne,98119,2771602428,20141029T000000,455000,3,2.5,1180,932,3.0,0,0,3,8,1180,0,2010,0,47.638000000000005,-122.375,1180,2632
2340,Seward Park,98118,1231000510,20150504T000000,510000,3,1.75,1490,3800,1.0,0,0,3,6,700,790,1913,0,47.5554,-122.27,2180,4000
5534,Northgate,98133,1077100020,20141231T000000,365000,3,1.5,1520,8519,1.0,0,0,3,7,1520,0,1954,0,47.7712,-122.339,1570,9000
3922,Ballard,98107,2767604558,20140721T000000,512000,2,2.25,1170,1313,3.0,0,0,3,8,1170,0,2007,0,47.6712,-122.37799999999999,1310,1304
4171,Ballard,98117,2856100185,20140721T000000,365000,2,1.0,680,2550,1.0,0,0,4,5,680,0,1901,0,47.6767,-122.38799999999999,1120,5100
3492,Central Area,98144,730000085,20140801T000000,285000,2,1.0,990,2446,2.0,0,0,3,7,990,0,1998,0,47.5919,-122.29700000000001,1260,2805
2243,Beacon Hill,98108,7338402160,20141009T000000,349950,4,1.75,1780,5000,1.0,0,0,5,7,890,890,1903,0,47.5329,-122.292,1860,5000
1316,West Seattle,98126,9285800275,20140814T000000,835000,3,2.25,2520,6690,2.0,0,2,5,8,1700,820,1944,1990,47.5705,-122.381,1990,5792
5478,Northgate,98133,2783100230,20150512T000000,530000,4,2.25,1940,8270,2.0,0,0,5,7,1940,0,1962,0,47.7567,-122.333,1800,7743
1576,West Seattle,98126,3278605550,20140609T000000,365000,3,2.5,1800,2700,2.0,0,0,3,8,1800,0,2011,0,47.5458,-122.369,1580,2036
1710,West Seattle,98136,2719100240,20140519T000000,850000,4,3.5,2640,5900,2.0,0,2,3,8,2640,0,1937,1998,47.5421,-122.383,1700,5900
1135,West Seattle,98116,5135000050,20140801T000000,960000,4,2.5,2820,5934,1.0,0,3,5,9,1770,1050,1952,0,47.5706,-122.40299999999999,2230,6000
5960,Lake City,98115,7533800885,20141027T000000,1100000,3,2.25,2420,7200,1.0,0,0,3,8,1420,1000,1948,0,47.6867,-122.275,2500,7200
5646,Lake City,98115,6844700810,20140901T000000,438924,3,1.5,1050,4590,1.0,0,0,3,7,850,200,1949,0,47.6943,-122.29,1770,5400
125,Cascade,98109,1698900195,20140902T000000,710000,3,2.0,1880,3000,1.0,0,0,4,8,1040,840,1931,0,47.6418,-122.351,1790,3000
